;Library;Host;Host_taxid;OTU;NCBI_accession;Habitat;Habitat_labels;Site;Location;Longitude;Latitude;Date;OTU name;Family;NCBI_title;Genome;BLAST_matches
1036;PV526;Phalaris minor;222563;RuCMV;NC_011187;Crop;21 - field;Z1;Villaconejos;-3.476076;40.050052;['16/7/15'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1037;PV527;Convolvulus arvensis;4123;RuCMV;NC_011187;Crop;21 - field;Z2;Villamanrique de Tajo;-3.131;40.04472;['24/7/15'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1038;PV529;Picris echioides;174463;RuCMV;NC_011187;Crop;21 - field;Z2;Villamanrique de Tajo;-3.131;40.04472;['24/7/15'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1039;PV534;Diplotaxis erucoides;3732;RuCMV;NC_011187;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1040;PV535;Brassica oleracea;3712;RuCMV;NC_011187;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1041;PV538;Brassica oleracea;3712;RuCMV;NC_011187;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1042;PV540;Picris echioides;174463;RuCMV;NC_011187;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1043;PV544;Sisymbrium runcinatum;2790294;RuCMV;NC_011187;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1044;PV553;Rumex pulcher;291098;RuCMV;NC_011187;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1045;PV554;Brassica oleracea;3712;RuCMV;NC_011187;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1046;PV556;Brassica oleracea;3712;RuCMV;NC_011187;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1047;PV590;Zea mays;4577;RuCMV;NC_011187;Crop;21 - field;Z1;Villaconejos;-3.476076;40.050052;['16/7/15'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1048;PV143;Diplotaxis erucoides;3732;SABYV;NC_018571;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Polerovirus 22;Luteoviridae;Suakwa aphid-borne yellows virus;(+)ssRNA;66.0
1049;PV156;Hirschfeldia incana;71354;SABYV;NC_018571;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Polerovirus 22;Luteoviridae;Suakwa aphid-borne yellows virus;(+)ssRNA;66.0
1050;PV163;Lolium perenne;4522;SABYV;NC_018571;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Polerovirus 22;Luteoviridae;Suakwa aphid-borne yellows virus;(+)ssRNA;66.0
1051;PV165;Anchusa undulata;256482;SABYV;NC_018571;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 22;Luteoviridae;Suakwa aphid-borne yellows virus;(+)ssRNA;66.0
1052;PV170;Lactuca serriola;75943;SABYV;NC_018571;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 22;Luteoviridae;Suakwa aphid-borne yellows virus;(+)ssRNA;66.0
1053;PV172;Picris echioides;174463;SABYV;NC_018571;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 22;Luteoviridae;Suakwa aphid-borne yellows virus;(+)ssRNA;66.0
1054;PV498;Rubia peregrina;29801;SABYV;NC_018571;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 22;Luteoviridae;Suakwa aphid-borne yellows virus;(+)ssRNA;66.0
1055;PV538;Brassica oleracea;3712;SABYV;NC_018571;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Polerovirus 22;Luteoviridae;Suakwa aphid-borne yellows virus;(+)ssRNA;66.0
1056;PV163;Lolium perenne;4522;SaYV;NC_025837;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Polerovirus 23;Luteoviridae;Sauropus yellowing virus;(+)ssRNA;6.0
1057;PV212;Amaranthus sp;;SbDV;NC_003056;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Luteovirus 5;Luteoviridae;Soybean dwarf virus;(+)ssRNA;16.0
1058;PV046;Carduus bourgeanus;1338475;SbMMoV;NC_018505;Crop;21 - field;Z1;Villaconejos;-3.476076;40.050052;['16/7/15'];Caulimovirus 3;Caulimoviridae;Soybean mild mottle pararetrovirus;dsDNA;48.0
1059;PV153;Carduus bourgeanus;1338475;SbMMoV;NC_018505;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Caulimovirus 3;Caulimoviridae;Soybean mild mottle pararetrovirus;dsDNA;48.0
1060;PV159;Carduus bourgeanus;1338475;SbMMoV;NC_018505;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Caulimovirus 3;Caulimoviridae;Soybean mild mottle pararetrovirus;dsDNA;48.0
1061;PV199;Carduus bourgeanus;1338475;SbMMoV;NC_018505;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Caulimovirus 3;Caulimoviridae;Soybean mild mottle pararetrovirus;dsDNA;48.0
1062;PV225;Cirsium arvense;41550;SbMMoV;NC_018505;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Caulimovirus 3;Caulimoviridae;Soybean mild mottle pararetrovirus;dsDNA;48.0
1063;PV003;Cucumis melo;3656;SbMV;NC_002634;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1064;PV003bgi;Cucumis melo;3656;SbMV;NC_002634;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1065;PV015bgi;Cucumis melo;3656;SbMV;NC_002634;Crop;21 - field;M2;Villaconejos;-3.50304;40.050578;['16/7/15'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1066;PV018bgi;Cucumis melo;3656;SbMV;NC_002634;Crop;21 - field;M4;Villamanrique de Tajo;-3.182801;40.032298;['24/7/15'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1067;PV021bgi;Cucumis melo;3656;SbMV;NC_002634;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1068;PV061;Cucumis melo;3656;SbMV;NC_002634;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['20/7/16'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1069;PV092;Anchusa undulata;256482;SbMV;NC_002634;Wasteland;25 - fallow land;E1;Aranjuez;-3.500323;40.059138;['19/11/15', '10/11/16'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1070;PV147;Papaver rhoeas;33128;SbMV;NC_002634;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1071;PV173;Rubia peregrina;29801;SbMV;NC_002634;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1072;PV177;Bassia scoparia;83154;SbMV;NC_002634;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Potyvirus 12;Potyviridae;Soybean mosaic virus;(+)ssRNA;4024.0
1073;PV060;Reseda lutea;202615;ScaMV;NC_003399;Wasteland;25 - fallow land;E4;Mondéjar;-3.131139;40.494167;['31/5/16', '3/5/17'];Potyvirus 13;Potyviridae;Scallion mosaic virus;(+)ssRNA;20.0
1074;PV143;Diplotaxis erucoides;3732;ScaMV;NC_003399;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Potyvirus 13;Potyviridae;Scallion mosaic virus;(+)ssRNA;20.0
1075;PV030;Milium vernale;368341;SCMV;NC_003398;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Potyvirus 14;Potyviridae;Sugarcane mosaic virus;(+)ssRNA;230.0
1076;PV198;Brachypodium retusum;52142;SCMV;NC_003398;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Potyvirus 14;Potyviridae;Sugarcane mosaic virus;(+)ssRNA;230.0
1077;PV233;Phalaris minor;222563;SCMV;NC_003398;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Potyvirus 14;Potyviridae;Sugarcane mosaic virus;(+)ssRNA;230.0
1078;PV176;Anacyclus clavatus;99026;SCTAV;NC_015051;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Becurtovirus 2;Geminiviridae;Spinach curly top Arizona virus;ssDNA;284.0
1079;PV163;Lolium perenne;4522;ScYLV;NC_000874;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Polerovirus 24;Luteoviridae;Sugarcane yellow leaf virus;(+)ssRNA;184.0
1080;PV503;Hordeum vulgare;4513;ScYLV;NC_000874;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 24;Luteoviridae;Sugarcane yellow leaf virus;(+)ssRNA;184.0
1081;PV157;Lepidium draba;153317;SNSV;NC_008707;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Ilarvirus 2;Bromoviridae;Strawberry necrotic shock virus RNA 2;(+)ssRNA;246.0
1082;PV221;Lactuca serriola;75943;SNSV;NC_008707;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Ilarvirus 2;Bromoviridae;Strawberry necrotic shock virus RNA 2;(+)ssRNA;246.0
1083;PV231;Lepidium draba;153317;SNSV;NC_008707;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Ilarvirus 2;Bromoviridae;Strawberry necrotic shock virus RNA 2;(+)ssRNA;246.0
1084;PV032;Brachypodium retusum;52142;SPCSV;NC_004123;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Crinivirus 1;Closteroviridae;Sweet potato chlorotic stunt virus RNA 1;(+)ssRNA;8.0
1085;PV079;Convolvulus arvensis;4123;SPCSV;NC_004123;Wasteland;25 - fallow land;E4;Mondéjar;-3.131139;40.494167;['4/11/15', '27/10/16'];Crinivirus 1;Closteroviridae;Sweet potato chlorotic stunt virus RNA 1;(+)ssRNA;8.0
1086;PV096;Milium vernale;368341;SPCSV;NC_004123;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Crinivirus 1;Closteroviridae;Sweet potato chlorotic stunt virus RNA 1;(+)ssRNA;8.0
1087;PV097;Convolvulus arvensis;4123;SPCSV;NC_004123;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Crinivirus 1;Closteroviridae;Sweet potato chlorotic stunt virus RNA 1;(+)ssRNA;8.0
1088;PV132;Convolvulus arvensis;4123;SPCSV;NC_004123;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Crinivirus 1;Closteroviridae;Sweet potato chlorotic stunt virus RNA 1;(+)ssRNA;8.0
1089;PV142;Convolvulus arvensis;4123;SPCSV;NC_004123;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Crinivirus 1;Closteroviridae;Sweet potato chlorotic stunt virus RNA 1;(+)ssRNA;8.0
1090;PV148;Scandix pecten veneris;;SPCSV;NC_004123;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Crinivirus 1;Closteroviridae;Sweet potato chlorotic stunt virus RNA 1;(+)ssRNA;8.0
1091;PV167;Chenopodium album;3559;SPCSV;NC_004123;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Crinivirus 1;Closteroviridae;Sweet potato chlorotic stunt virus RNA 1;(+)ssRNA;8.0
1092;PV496;Convolvulus arvensis;4123;SPCSV;NC_004123;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Crinivirus 1;Closteroviridae;Sweet potato chlorotic stunt virus RNA 1;(+)ssRNA;8.0
1093;PV176;Anacyclus clavatus;99026;SpSCTV;NC_014631;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Curtovirus 5;Geminiviridae;Spinach severe curly top virus;ssDNA;938.0
1094;PV030;Milium vernale;368341;SrMV;NC_004035;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Potyvirus 15;Potyviridae;Sorghum mosaic virus;(+)ssRNA;470.0
1095;PV198;Brachypodium retusum;52142;SrMV;NC_004035;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Potyvirus 15;Potyviridae;Sorghum mosaic virus;(+)ssRNA;470.0
1096;PV199;Carduus bourgeanus;1338475;SrMV;NC_004035;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Potyvirus 15;Potyviridae;Sorghum mosaic virus;(+)ssRNA;470.0
1097;PV232;Lolium perenne;4522;SrMV;NC_004035;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Potyvirus 15;Potyviridae;Sorghum mosaic virus;(+)ssRNA;470.0
1098;PV233;Phalaris minor;222563;SrMV;NC_004035;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Potyvirus 15;Potyviridae;Sorghum mosaic virus;(+)ssRNA;470.0
1099;PV002;Convolvulus arvensis;4123;TAV;NC_003836;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1100;PV003;Cucumis melo;3656;TAV;NC_003836;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1101;PV011;Portulaca oleraceae;;TAV;NC_003836;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1102;PV061;Cucumis melo;3656;TAV;NC_003836;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['20/7/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1103;PV105;Galium verum;462873;TAV;NC_003836;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1104;PV112;Centranthus calcitrapae;183940;TAV;NC_003836;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1105;PV113;Carduus bourgeanus;1338475;TAV;NC_003836;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1106;PV115;Bromus sp;;TAV;NC_003836;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1107;PV119;Lactuca serriola;75943;TAV;NC_003836;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1108;PV120;Leontodon sp;;TAV;NC_003836;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1109;PV124;Malva sylvestris;145754;TAV;NC_003836;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1110;PV128;Vicia sp;;TAV;NC_003836;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1111;PV129;Bromus sp;;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1112;PV130;Carduus bourgeanus;1338475;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1113;PV131;Chenopodium album;3559;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1114;PV132;Convolvulus arvensis;4123;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1115;PV133;Diplotaxis sp;;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1116;PV135;Fumaria parviflora;1464625;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1117;PV136;Lactuca serriola;75943;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1118;PV137;Lolium perenne;4522;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1119;PV138;Potentilla sp;;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1120;PV141;Bromus sp;;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1121;PV143;Diplotaxis erucoides;3732;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1122;PV144;Fumaria parviflora;1464625;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1123;PV145;Lepidium draba;153317;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1124;PV146;Malva sylvestris;145754;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1125;PV147;Papaver rhoeas;33128;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1126;PV148;Scandix pecten veneris;;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1127;PV150;Anthriscus caucalis;54826;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1128;PV151;Aristolochia pistolochia;212733;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1129;PV152;Brachypodium phoenicoides;65973;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1130;PV153;Carduus bourgeanus;1338475;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1131;PV154;Convolvulus arvensis;4123;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1132;PV155;Fumaria parviflora;1464625;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1133;PV156;Hirschfeldia incana;71354;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1134;PV157;Lepidium draba;153317;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1135;PV158;Rubia peregrina;29801;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1136;PV170;Lactuca serriola;75943;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1137;PV171;Lolium perenne;4522;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1138;PV172;Picris echioides;174463;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1139;PV176;Anacyclus clavatus;99026;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1140;PV182;Lactuca serriola;75943;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1141;PV197;Anthriscus caucalis;54826;TAV;NC_003836;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1142;PV210;Cynodon dactylon;28909;TAV;NC_003836;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1143;PV212;Amaranthus sp;;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1144;PV213;Carduus bourgeanus;1338475;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1145;PV215;Conyza bonariensis;91242;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1146;PV216;Cynodon dactylon;28909;TAV;NC_003836;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1147;PV232;Lolium perenne;4522;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
1148;PV233;Phalaris minor;222563;TAV;NC_003836;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Cucumovirus 3;Bromoviridae;Tomato aspermy virus RNA 3;(+)ssRNA;1518.0
